"","X","title","author","time","scraping_time","content_url","content","response","viewcount"
"1418",19,"台灣執行長TOP 50 績效第一名是他","大昌秋如","2016-04-21_18:55","2016-08-13_17:33:10","http://www.moneydj.com/forum/showtopic-123788.aspx","《哈佛商業評論》全球繁體中文版今日公布首份「2016台灣執行長50強」調查，挑出台灣績效最優TOP50的企業領袖，其中鴻海董事長郭台銘、台積電董事長張忠謀分居一、二名，第三名是剛宣布交棒的華碩董事長施崇棠，而宏達電董事長王雪紅為首位女性CEO，遠東集團董事長徐旭東則以遠傳、亞泥、裕民三家公司一次奪下三席，表現最威風。號稱台灣第一次客觀為上市企業領導人績效「打分數」的調查，有鑑於華爾街追求短期績效帶來的流弊，要告知大眾哪些執行長最受資本市場肯定、最能為股東賺錢，並讓大家了解妨礙台灣未來競爭可能的根本原因。編輯委員會召集人許士軍教授針對調查結果進行解讀發現，若把執行長區分為「創辦人」與「非創辦人」兩族群，前者的績效平均排名要比後者高17名。換言之，由創辦人帶領的企業，明顯比非創辦人帶領的企業長期績效表現更好。第二個發現是，台灣執行長由組織內部升任的比率，遠較其他國家高。但台灣企業執行長是自己人而非外部人才的比率也明顯高於其他國家，可能是許多創辦人仍在位，及台灣高階人才市場不如其他國家活躍，加上許多企業缺乏管理多元化背景、多國籍高階管理人才的經驗，擔心管理團隊失敗，讓許多企業用人保守。是否會成為企業再成長的阻礙，值得觀察。",0,356
"1419",20,"財長：【國安基金】台股漲才能賣","大昌以琳","2016-04-21_15:39","2016-08-13_17:33:11","http://www.moneydj.com/forum/showtopic-123775.aspx","新政府將在520上任，台股受到市場傳出退撫基金下達賣股指令，恐慌賣壓出籠，財政部長張盛和表示，台股昨日重挫百點和國安基金退場無關，國安基金雖然授權結束，但不代表就會馬上出脫持股，必須大盤指數上漲才會賣股，「要漲才能賣，台股下跌，就不會賣。」進入520新總統就職前一個月，股市投資人觀望氛圍濃厚，台股昨日內外利空消息頻傳，市場傳出退撫基金將收回投信代操部位、英特爾與微軟財報數據欠佳、陸股因深港通延後實施重挫等不利消息，導致台股跌破8,600點。張盛和表示，國安基金授權已經結束，但若要處分持股必須台股上漲才能拋售，昨天台股大跌百餘點，國安基金是不能處分，只有台股上漲才能賣，台股走跌，國安基金就不能賣。立委盧秀燕在立法院財委會質詢時問說，國安基金新委員、中央大學經濟系教授邱俊榮認為國安基金應該持續維持的看法，張盛和表示，國安基金委員在上次例會時，曾簡單交換意見，與會委員也都贊成維持，畢竟國安基金成立時間雖短，但可發揮穩定市場信心的效果。張盛和說，國安基金的存在，可因應國內外一旦有任何影響金融市場的事件發生，就可以隨時進場護盤。",0,343
"1420",1,"2016/04/21 盤後日報!!","sdanny","2016-04-21_14:51","2016-08-13_17:33:15","http://www.moneydj.com/forum/showtopic-123773.aspx","2016.04.21盤後日報加權指數:8568.65漲跌幅:+54.17(+0.64%)成交量:747億前五大成交量個股:中鋼、友達、群創、台積電、宏達電今日聚焦重點：本波強勢原物料類股股持續輪動，今日水泥、玻陶、鋼鐵、橡膠、紡織走高，但塑化、食品、造紙走低。機械工具機族群則在汽車零件族群與自動化設備相關個股走強帶動下，成為今日盤面最強勢族群。可觀察個股：1.江申攻漲停，受惠汽車零組件。2.F-亞德連3日交易日走強，受惠自動化設備需求。3.宏達電看好Q2新機拉貨，供應鏈位速(3508)今攻上漲停。4.富邦媒(8454)Q1營業淨利率優於表現，營收成長，今一度攻上漲停。資料來源:群益投顧盤後日報僅供參考不做進出依據",0,333
"1421",2,"今年ＧＤＰ 中經院大幅下修至1.36％","大昌期貨*李佩怡","2016-04-21_14:38","2016-08-13_17:33:16","http://www.moneydj.com/forum/showtopic-123772.aspx","今年ＧＤＰ又下修！中華經濟研究院昨將今年ＧＤＰ成長從二．二四％下修至一．三六％，為國內機構最低預測值。中經院表示，今年景氣雖較去年略有好轉，但僅能以「低緩速率」前行，今年經濟成長率將是金融風暴以後次低。第二季ＧＤＰ應可轉正今年以來，國內預測機構紛紛下修今年ＧＤＰ（國內生產毛額），台經院於一月下修至一．五七％；主計總處二月調降為一．四七％；元大寶華經濟研究院三月更下修至一．四二％；中經院昨進一步下修至一．三六％。中經院院長吳中書表示，目前國際景氣疲軟、國內經濟不振，但第二季ＧＤＰ應可望擺脫負成長，回復正成長軌道，且接下來應會逐季上揚；雖然今年ＧＤＰ無法「保二」，但「保一」應沒問題。永豐金首席經濟學家黃蔭基則認為，中國經濟成長放緩，預估中國今年ＧＤＰ約六．五％；而美國景氣雖復甦，但只能說是「獨善其身」，因此台灣經濟面臨很大挑戰。黃蔭基表示，去年第三、四季ＧＤＰ已連續兩季負成長，預估四月出口將會「連十五黑」，創下最長出口衰退紀錄；因此，他呼籲新政府要有心理準備，必須更積極調整我國產業結構。http://news.ltn.com.tw/news/business/paper/981674",0,220
"1422",3,"2016.04.21價值投機-持股","價值投機","2016-04-21_13:32","2016-08-13_17:33:18","http://www.moneydj.com/forum/showtopic-123769.aspx","目前的投機組合[中長多]：F-jpp(5284)、中磊(5388)、光聖(6442)、博大(8109)、群聯(8299)、F-百和(8404)、實威(8416)、F-大地(8437)、百和(9938)。目前的投機組合[短多]：安克(4188)、啟發電(6512)、寶一(8222)。平倉：美律(2439)：-3.59％平倉：協益(5356)：-4.80％平倉：凱撒衛(1817)：-3.64％建倉：啟發電(6512)",0,351
"1423",4,"科技股五窮六絕？ 投信：今年不怕","蔡若昀","2016-04-21_11:53","2016-08-13_17:33:20","http://www.moneydj.com/forum/showtopic-123764.aspx","台股科技型基金今年表現不差，平均報酬率4.14%優於大盤的3.55%，投信表示，雖然科技業將面臨五窮六絕的傳統淡季，但半導體庫存去化進入尾聲，可逢低伺機布局。群益投信指出，台股因殖利率高，在目前的低利環境下，格外受到外資青睞。從題材面來看，本周舉辦的歐洲最大消費性電子展IFA，以及即將在5月底展開的台北國際電腦展Computex預期將為虛擬實境(VR)、物聯網、穿戴裝置等熱門科技產業提供重要的發展風向，利多消息的釋出及下半年拉貨需求有利科技類股表現。群益創新科技基金經理人陳明勛認為，雖然第2季是台灣科技業傳統淡季，歷年來有五窮六絕之說，加上台股自2月起反彈以來，此波資金行情外資累計買超台股金額約新台幣2000億元，已接近過去外資大規模買超台股的歷史高位，因此股市面臨漲多回檔壓力，短期盤勢預期仍呈震盪整理。不過，從產業面來看，由於從今年第1季開始，半導體、3C產品的平均庫存天數逐漸下調，庫存去化接近尾聲，預估第2季半導體仍有機會恢復成長力道，蘋概股則看好將受益於iPhoneSE新上市和iPhone7上市前的拉貨效應，整體而言，對於科技族群後市表現不看淡。1050421出處：http://times.hinet.net/news/18147896",0,330
"1424",5,"車電供應鏈 催油門.","大昌樹林~游燕玲","2016-04-21_11:53","2016-08-13_17:33:23","http://www.moneydj.com/forum/showtopic-123763.aspx","里昂證券指出，繼美國20家車廠打算未來將自動緊急煞車（AEB）系統納入標配後，台灣、中國大陸均可能在2018年跟進，先進駕駛輔助系統（ADAS）商機持續爆發。法人指出，同致（3552）、勝麗營收來自ADAS占比最高、受惠最大。自動緊急煞車（AEB）系統被各國逐一納入新車標準配備，ADAS商機持續看好。本報系資料庫根據外資查訪、並統計彭博資訊資料，台系車用電子供應鏈中，有五家搭上ADAS商機的主要企業：同致、勝麗、為升、啟碁、先豐。其中，同致與勝麗2016年來自ADAS相關產品比重分別高達90%與60%，是台股最純正的ADAS概念股。此外，ADAS占為升、啟碁、先豐營收比重，則分別是15%、不到5%，以及20%。近期因日本熊本大地震影響，外資圈紛紛對各產業發出影響評估報告，除半導體、電子供應鏈外，里昂證券亦針對台灣車用電子與零組件影響性做出評估，並定調：由於台系車用零組件廠來自日本車廠營收比重低，因此，台廠營運受影響情況微乎其微。里昂證券參加台灣電動車與車用零組件展後指出，ADAS趨勢、電動車、燃油經濟效率改善等三大車用商機，在車用零組件領域中，已掀起結構性改變。根據美國大廠Delphi估算，主動式安全系統2016年至2018年期間，將端出20%的年複合成長率，成長速度驚人。<U+6ED9>豐證券近日也開啟對台系車用電子與零組件研究，初次評等將同致、和大納入研究範圍，同步給予「買進」投資評等，推測未來12個月合理股價分別為650元與190元。<U+6ED9>豐的觀點是，同致是大中華區車用鏡頭、倒車雷達的主要供應商，加上中國休旅車市場擴張，同致從中受惠ADAS大量採用商機。http://udn.com/news/story/7251/1642961",0,256
"1425",6,"法人觀點：永豐投信稱，歐洲央行會議將登場，歐股行情升溫","吳冠蓉","2016-04-21_10:32","2016-08-13_17:33:24","http://www.moneydj.com/forum/showtopic-123760.aspx","【財訊快報／李娟萍報導】歐美日央行將分別在本周及下周舉行利率決策會議，這兩天登場的是歐洲央行會議，預料歐銀仍可望維持偏寬鬆論調，隨歐洲市場恐攻疑慮緩解，油價回穩，英國脫歐公投的負面擔憂淡化，行情持續升溫。永豐投信統計，4月份以來，歐股行情僅次新興市場俄羅斯、阿根廷等地表現，漲幅在3.5%以上。3月份ECB擴大寬鬆決議後，歐元未如市場預期走弱，符合G20峰會各國反對貨幣競貶的主張；過去，歐元漲勢暫歇後歐股則隨後跟上，目前歐元已處5季以來相對高檔位置，以歐洲50指數而言，站穩3,000點心理關卡之後，風險偏好可望回升，瑞士信貸(CreditSuisse)最新全球策略報告仍維持加碼歐股建議，並預估年底前歐洲50指數價位可達3,350點之上。永豐歐洲50指數基金經理人王建武分析，歐股風險溢酬上升是歐股持續看好的理由，根據瑞士信貸統計，目前歐股風險溢酬約8.3%，相對高於整體成熟市場8%的風險溢酬(按OECD領先指標與政策穩定性評估)；此外，依德國整體退休基金資產配置狀況分析，目前退休基金資產配置於股票比重僅約15%，遠低於資產長期平均配置股票比重32%，研判股票投資長期勢必會拉升回到合理的持股水位，預期退休基金加碼本地股票空間大。由於4月份起，歐銀已開始執行擴大購債規模，是否連續兩個月加碼貨幣政策，可能性相對偏低，先前ECB總裁德拉吉曾提及可能考慮「直升機撒錢(helicoptermoney)」這種超極端的貨幣政策，雖被列為選項之一，但顧及市場疑慮應不會貿然推出。王建武說，儘管通膨指標依然維持偏弱態勢，但目前歐洲各項景氣指標顯示無極端政策的急迫性，若ECB維持目前的寬鬆規模，歐元匯價可望維持穩定格局，歐股有望重拾資金青睞，惟持續留意週邊國家政治風險影響性。",0,318
"1426",7,"1封Email　揭台經濟休克薪資凍漲之謎","大昌高淑玲","2016-04-21_10:21","2016-08-13_17:33:26","http://www.moneydj.com/forum/showtopic-123759.aspx","同是小島國，同樣缺乏資源，為何愛爾蘭可以從「歐洲乞丐」變「浴火鳳凰」，台灣卻是從「亞洲小龍」沉淪為「亞洲小蟲」？《商業周刊》在《Yahoo!奇摩》刊載「一封Email，解開台灣薪資凍漲、經濟休克之謎」一文，文中提到，愛爾蘭的經濟成長，跟台灣一樣靠出口。然而，去年愛爾蘭出口成長率高達近21％，台灣出口則衰退近11％，會差距這麼大，部分是因為愛爾蘭被債務危機纏身期間，仍吸引了大量的外人直接投資（FDI），增加出口、帶來就業，促進了經濟成長，但台灣總體經濟規模約是愛爾蘭的兩倍，外人直接投資額卻只有它的1/43。那為何愛爾蘭能吸引國際企業投資，台灣卻不行？《商業周刊》做了一個實驗，他們寫了封Email，寄到愛爾蘭的投資局，以及台灣行政院「投資台灣入口網」這兩個網站。在愛爾蘭方面，1秒後就收到投資局的自動信件回復，並在24小時內收到「很高興可以為你安排我們執行長的專訪，你希望面對面的訪問嗎？」的信件，讓《商業周刊》到了愛爾蘭與眾多代表性外商進行採訪，採訪中，愛爾蘭投資局執行長熱切歡迎台灣企業到愛爾蘭投資，並認為「我們的工作，就像業務員一樣，」走出去，找投資者，而不是等外商降臨機場才迎接。在採訪期間，台灣行政院的進度始終是「零回覆」，即使是寄了第二次、第三次也一樣，直到過了83天後才從行政院全球招商聯合服務中心副執行長黃青雲口中得知，因為郵件伺服器掛在經濟部投資業務處，收件後再分類轉寄招商中心，卻因「程式出現錯誤」，三封信都沒轉到，程式錯誤了好幾個月竟都沒人發現，這也顯示出了以往不知道有多少的在台投資機會是這樣消失。",0,223
"1427",8,"0421《盤中焦點股》可否有鴨嘴型標的呢?","鴨寶&押寶","2016-04-21_10:16","2016-08-13_17:33:28","http://www.moneydj.com/forum/showtopic-123758.aspx","0421《盤中焦點股》可否有鴨嘴型標的呢?1319.jpg(291.12K)2016/4/21上午10:16:191.上奇(6123)：Q1登峰，稅前EPS1.45元，股價攻高近9%。2.致伸(4915)：自結Q1EPS0.91元，股價漲逾4%。3.昇銳(3128)：打入日本公車供應鏈，後續可望接獲更多日系訂單，早盤漲逾5%。4.堤維西(1522)：外資連日買超，昨日更加大幅度買進2206張，早盤漲逾4%。5.卜蜂(1215)：雞肉、豬肉出貨價量俱增，前4月業績表現佳，投信持續買超，早盤漲幅達2%。6.富邦媒(8454)：每股配息7元，持續衝刺行動購物，股價勁揚3%。7.F-綠悅(1262)：啟動併購計畫，年營收成長看雙位數，買盤捧場，推升股價漲約5%。8.宏達電(2498)：Vive美、陸市場接受度佳，加上HTC10全球鋪貨，第2季營運可望增溫，吸引外資及自營商聯手買超6533張，早盤一度大漲半根停板，攻回90元。9.東陽(1319)：3月業績表現佳，第1季營收優於預期創下歷史次高，加上第2季傳統旺季可期，法人估計今年每股獲利上看5元，昨日獲外資反手買超1353張，早盤勁揚逾3%。10.浩鼎(4174)：內線交易爆發案外案，翁啟惠、張念慈等3人列背信罪被告，加上大股東Alpha賣浩鼎逾億元未申報，最高可罰240萬元，早盤跳空大跌5%，再失400元大關。http://www.chinatimes.com/realtimenews/20160421002589-260410鴨嘴股",0,208
"1428",9,"英特爾全球裁員、轉型》觀點－PC風光時代 宣告結束","大昌佳臻","2016-04-21_08:41","2016-08-13_17:33:30","http://www.moneydj.com/forum/showtopic-123752.aspx","2016年04月21日英特爾今年一月在拉斯維加斯消費電子展上展出使用英特爾第六代晶片的筆電。（美聯社）自蘋果推出首款智慧型手機iPhone之後，全球的運算裝置出現了結構性的改變，行動裝置開始逐步取代PC。過去在PC市場稱霸全球的半導體龍頭大廠英特爾，如今也到了不得不低頭的時候，昨日召開的法說會中不僅宣布全球1.2萬人裁員計畫，也同步宣布進行策略轉型。PC慘英特爾全球裁員、轉型已非台股主流外資：對台供應鏈衝擊小在英特爾決定轉型的此刻，也代表PC為王的風光時代已經過去了。英特爾未來將以資料中心、物聯網等市場為主力，業界認為，這代表英特爾過去幾年想要轉型為行動裝置最大晶片供應商的目標並未達成，而英特爾也將跨過智慧型手機的這個市場，朝向未來成長機會更大的物聯網市場發展。自英特爾發表Centrino技術、引領全球PC市場進入無線網路世界後，筆記型電腦開始取代桌上型電腦，但仍同屬於PC的領域中。英特爾因為是全球PC處理器最大供應商，半導體製程技術又領先全球，因此隨著PC銷售動能一路轉強，英特爾穩坐全球半導體龍頭。雖然智慧型手機多年前就已推出，但直至蘋果發表第一代iPhone後，智慧型手機市場才真正進入成長爆發期，當年的手機龍頭諾基亞敗下陣來，三星及蘋果在智慧型手機市場獨領風騷。就半導體市場來說，手機晶片廠高通、聯發科開始竄起，英特爾雖然一直想要跨入這塊市場，但至今仍未能端出像樣的成績單。當智慧型手機的出貨量一路飆升，PC市場開始出現萎縮，英特爾也不得不面對市場的變化。只不過，由英特爾決定的轉型方向來看，智慧型手機晶片市場似已不是英特爾的重心，但英特爾也點出了市場未來的發展方向，那就是會有愈來愈多的資料被放上雲端，資料中心及雲端運算將扮演重要角色。另外，全球半導體廠及系統業者喊了多年的物聯網，現在開始有點樣子了。對英特爾來說，物聯網的市場才剛起飛，若能提早卡位，取得市場規格的制定權，就有機會與當年在PC市場一樣，成為物聯網應用晶片市場新霸主。至於英特爾能否順利完成轉型，重新以龍頭大廠角色站上世界新舞台，就讓大家拭目以待吧。(工商時報)",1,322
"1429",10,"2000年以後 總統就職前4次中有3次重跌","大昌劉澤慧","2016-04-21_09:15","2016-08-13_17:33:31","http://www.moneydj.com/forum/showtopic-123755.aspx","近年總統就職前4月及5月台股表現距離520民進黨執政、蔡英文就職總統，進入倒數1個月，據統計，從2000年起，每隔4年一次的總統就職前4月台股，4次中有3次重跌，跌幅在5.44～10.97％之間，但在4月大跌後，5月台股行情跌幅多收歛，但下跌機率仍相對較高。今年520前，台股及美股都處在相對高點，投資專家認為，根據歷史經驗，520前台股行情表現都不好，市場投資人心態會偏保守，美國道瓊工業指數來到1萬8千點歷史高點，若出現拉回，台股可能還有下修200～300點的空間。美國道瓊指數周二站上1萬8千點，但陸股狂潟，上証參考指數跌破3,000點，再加上兩岸關係不平靜，市場關注蔡英文520就職演說，將攸關未來兩岸關係發展，台股昨天放量下殺，空頭掌控局面，以大跌119點收8,514點，市場對台股後市行情看淡。台新投顧投資長莊明書分析，近日美國股市上漲，主要是由能源股、原物料股及銀行類股帶動，其中能源股及原物料股因股價跌了4、5年，近期展開跌深反彈，銀行股情況也一樣，高盛、JP摩根及摩根士丹利等第1季財報都出現衰退，基本面表現並不扎實。莊明書表示，台股目前在8,500點也是相對高檔，很多好股票股值面都不低了，甚至有不少個股波段漲幅2、3倍，隨著時序即將接近520，未來兩岸關係等不確定因素較大，台股上攻空間有限，且目前市場對美股已有戒心，若美國拉回台股有可能隨勢下修，先看季線8,406點能否守得住。(工商時報)轉貼自:http://www.chinatimes.com/newspapers/20160421000178-260206",0,195
"1430",11,"2016/04/21 晨訊!!","sdanny","2016-04-21_09:05","2016-08-13_17:33:33","http://www.moneydj.com/forum/showtopic-123754.aspx","0421.JPG(165.61K)2016/4/21上午09:05:172016/04/21多空訊息!http://blog.cnyes.com/My/danny20160119/article2275802今天晨訊供大家參考!一起討論，互相研究！*僅供參考，不做操作建議，營虧自負*也歡迎大家一起跟我加入小丹尼投資團隊LINE@，裡面有更多資訊!而且回復也很快!小丹尼小學堂來囉～～小編們為了讓大家更了解什麼是KD520做了一個教學影片給大家看（開放可以留言想要學習的課程）小丹尼將不定期發送小學堂給大家喲https://m.youtube.com/watch?feature=youtu.be&v=RSPOt86C4ao首部曲小丹尼小學堂二部曲來囉<U+22EF><U+22EF>課程焦點：如何使用KD520讓你操作海期買在起漲點、賣在初跌點讓你賺個波段行情解決大家對KD520幾個疑惑KD520的指標是盤中*即時*跳出訊號（而非事後跳出）KD520一定都非常準確嗎？（當大盤屬於盤整狀況的話容易出現訊號頻繁）https://m.youtube.com/watch?v=LhB9Zt0kwlE&feature=youtu.be二部",0,199
"1431",12,"2000年以後總統就職前，台股多大跌","大昌秋如","2016-04-21_08:16","2016-08-13_17:33:35","http://www.moneydj.com/forum/showtopic-123749.aspx","距離520民進黨執政、蔡英文就職總統，進入倒數1個月，據統計，從2000年起，每隔4年一次的總統就職前4月台股，4次中有3次重跌，跌幅在5.44~10.97％之間，但在4月大跌後，5月台股行情跌幅多收歛，但下跌機率仍相對較高。今年520前，台股及美股都處在相對高點，投資專家認為，根據歷史經驗，520前台股行情表現都不好，市場投資人心態會偏保守，美國道瓊工業指數來到1萬8千點歷史高點，若出現拉回，台股可能還有下修200~300點的空間。美國道瓊指數周二站上1萬8千點，但陸股狂潟，上証參考指數跌破3,000點，再加上兩岸關係不平靜，市場關注蔡英文520就職演說，將攸關未來兩岸關係發展，台股昨天放量下殺，空頭掌控局面，以大跌119點收8,514點，市場對台股後市行情看淡。台新投顧投資長莊明書分析，近日美國股市上漲，主要是由能源股、原物料股及銀行類股帶動，其中能源股及原物料股因股價跌了4、5年，近期展開跌深反彈，銀行股情況也一樣，高盛、JP摩根及摩根士丹利等第1季財報都出現衰退，基本面表現並不扎實。莊明書表示，台股目前在8,500點也是相對高檔，很多好股票股值面都不低了，甚至有不少個股波段漲幅2、3倍，隨著時序即將接近520，未來兩岸關係等不確定因素較大，台股上攻空間有限，且目前市場對美股已有戒心，若美國拉回台股有可能隨勢下修，先看季線8,406點能否守得住。",0,291
"1432",13,"紡織股迎旺季 法人按讚 ~ 大昌證券廖維凌","廖維凌","2016-04-21_07:33","2016-08-13_17:33:37","http://www.moneydj.com/forum/showtopic-123746.aspx","8月巴西奧運即將展開，伴隨進入傳統旺季，紡織股普遍看好第2季營運表現優於第1季，寶成（9904）、儒鴻、豐泰、得力、F-鈺齊等受法人給予較高業績展望，後市看好。今年來紡織股表現受到壓抑，指標股儒鴻、聚陽等股價迄今下跌超過兩成，遠遠落後大盤。不過，巴西奧運籌備步入倒數，市場預期各運動品牌大廠的備貨時間落在第2季，部分國內紡織廠也迎接傳統旺季，在雙重效益加持，法人近期發布的紡織股報告，多給予優於第1季的展望。保德信高成長基金經理人葉獻文表示，紡織股第2季奧運拉貨潮可望舒緩庫存壓力，在全球運動趨勢穩定成長、機能布技術改善，今年紡織股訂單依舊值得關注。凱基證券指出，運動球星Curry代言UA球鞋，取得熱銷成績，過去Nike受惠喬丹的熱賣效應可能在UA重演，評估今年運動產業將從Nike供應鏈典範轉移至UA，並持續看好Curry帶動的品牌價值，可關注得力、F-鈺齊、百和等表現。本文轉載自:http://udn.com/news/story/7251/1642965大昌證券廖維凌",0,262
"1433",14,"題材強 15檔逆勢創今年新高","胡雅惠","2016-04-21_06:47","2016-08-13_17:33:39","http://www.moneydj.com/forum/showtopic-123745.aspx","15檔股價創今年新高受到台指期壓低結算與陸股重挫逾2％影響，台股昨（20）日終場大跌119點收8,514點，摜破所有短期均線支撐，不過，在指數大幅回檔之際，有益（9962）、樺晟（3202）、F-立凱（5227）、聯光通（4903）及宜鼎（5289）等15檔題材股，昨日漲幅逾1～9％不等，收盤更率先創下今年以來新高，表現十分亮眼。儘管歐美股市回穩，但昨日適逢台指期結算，盤中陸股又跳水慘摔，加上中經院將今年經濟成長率（GDP）估值由2.24％下修至1.3％，引發投資人賣壓出籠，使加權指數一路下挫大跌1.38％收8,514點，成交金額則放大至967億元，三大法人再度同步賣超達21億元，法人表示，雖然8,500點有強力支撐，但整體盤勢逐漸形成空頭型態。不過，根據統計，有益、樺晟、F-立凱、聯光通、宜鼎、慶騰、F-亞德、世德、事欣科、華研、鈊象、美琪瑪、金居、建大與台燿等15檔，昨日不僅逆勢上漲1.01～9.98％，股價更創今年以來新高，但三大法人買賣超互見，顯示有特定買盤進駐，推升其股價走勢。法人分析，美元指數走弱使原物料反彈，先前水泥、鋼鐵、塑化等傳產龍頭股均已漲過一輪，近期電子股法說會釋出的展望大多不如預期，加上新台幣第1季大幅升值，在市場普遍看壞財報、且原物料族群基期低的優勢不再之際，指數自然回落，具有題材的中小型股則容易出頭，車用電子族群的F-立凱、宜鼎、世德與美琪瑪等，皆是強者恆強，續創新高。此外，有益受惠國際鎳價上揚，5月不銹鋼行情價看漲，價差有利業績轉佳，連續2日爆大量漲停鎖死，外資本周買超301張，股價有機會再向上攻；鈊象則因商用機台在中國市場出貨量增加，授權IP的後續成長亦值得期待，加上明（22）日為融券最後回補日，目前仍處在分盤交易處置期間，可望成為潛在買盤推升股價。(工商時報)",0,225
"1434",15,"台股重挫之下，該如何操作?","筱芳","2016-04-21_00:33","2016-08-13_17:33:41","http://www.moneydj.com/forum/showtopic-123739.aspx","今天是期貨4月份結算日，台股大跌119點，期貨也重挫117點，結算在8519點，出乎意料，盤中市場傳出代操退撫基金的投信要在4/26前要賣出持股，加重盤中跌勢，另外陸股也受到利空影響重挫，使得台股收了一根長黑棒，仔細觀籌碼變化，外資無論是現貨或期貨賣超都不多，因此賣壓來自於自己本土內資，這時候我們應該如何操作?指數的8436點如果跌破了要如何處理?個人看法:指數在這兩天做一個表態，也就是指數反彈到右肩高點8701點，不在創新高，反而以長黑跌破短天期均線，又擔心指數是否會再次跌破4/7的低點8436點，整個盤面信心是脆弱的，而套牢的人也想要賣出，因此策略上以逢高賣出，減碼持股，資金控管3成為宜，若跌8436點，可以稍微加碼一成，等弱勢反彈150點上下再出，來回區間靈活操作，較為恰當。至於選股方面，以基本面和殖利率為考量，第一季EPS獲利不錯，營收有成長15%，殖利率有5%以上，為選股的標的。類股上以營建股整體上表現還不錯，股價上大部分不高，可以稍微著墨。臺指期貨買賣及未平倉口數變化日期法人交易口數未平倉口數105/04/20自營商-4539-2427投信-1067-25110外資-6940572三大法人買賣超狀況:日期當日買賣金額(億)當月統計金額(億)105/04/20自營商-8.82-82.66投信-2.27-46.71外資-10.13101.09台指選擇權買權及賣交易狀況及未平倉口數變化日期類別法人交易口數未平倉口數105/04/20買權自營商-318705483投信00外資69129427賣權自營商-27877-6935投信00外資-4441212",0,193
